headline,links,content,labels
Hackers may have access to your smart device,https://www.thehindu.com/sci-tech/technology/slovak-firm-spots-vulnerability-in-16-devices/article30965469.ece,"If you’ve been using an iPhone, iPad, Amazon Echo or Kindle or certain handsets from Google, Samsung or Xiaomi, there is a chance that your device has been accessed or taken over by hackers, thanks to a recently discovered vulnerability in the WiFi chips used in these devices.
ESET, a Slovak cybersecurity firm, has for the last one year been working in collaboration with manufacturers of two specific WiFi chips, which were found to have been vulnerable to attack by hostile parties. The manufacturers have since released for all the vulnerable devices security patches that users can install to address the vulnerability.
According to a report released by ESET, the vulnerability named Kr00k was discovered while the firm was conducting research into KRACK, a series of attacks on WiFi devices that was detected last year. In subsequent investigations, ESET discovered that WiFI chips manufactured by Broadcom ad Cypress had the Kr00k vulnerability. Chips from both these companies have a high market share and are used in a wide range of WiFi-enabled devices.
ESET said the devices that tested positive for the vulnerability include the Amazon Echo (2nd generation), Amazon Kindle (8th generation), Apple iPad mini 2, Apple iPhone 6, 6s, 8 and XR, Apple MacBook Air Retina 13-inch 2018, Google Nexus 5, 6, and 6s, Raspberry Pi 3, Samsung Galaxy S4 GT-19505, Samsung Galaxy S8 and Xiaomi Redmi 3s, as well as some WiFi access points by Huawei and Asus.
“Simply put, any device with a WiFi chip manufactured by these two companies is vulnerable to attack, as long as the device is connected to a WiFi network and the hacker is within the range of the same network,” a cybercrime official, who spoke on condition of anonymity, said. “Once a hacker gets access to any device for even a short period of time, they can do anything, including planting a malware or intercepting sensitive information that is being sent or received via the Internet,” the official added. 




Watch | What is juice jacking and how can it be avoided?


 

function getPlayerID(isSubscribed){
if(isSubscribed){
return ""lUyqynWW"";
}
return ""HxxKTB2U"";
}
userIdentify.then(function() {	loadAsyncURL(""https://media.thehindu.com/players/jk8smAav-""+getPlayerID(!isNonSubcribedUser())+"".js"");	});



Indian cybercrime agencies are currently trying to gauge the number of devices featuring these two chips in circulation in the country to get a sense of the magnitude of the problem.
The Slovak firm states that the Kr00k vulnerability is triggered when the device in question experiences a disconnection with the network, called a “dissociation” in technical terms. The more concerning factor, according to officials, is that a dissociation can also be triggered manually.
“It is only a matter of sending a high energy pulse to the server, which can cause a temporary dissociation, while the user thinks that this happened due to a weak signal,” the official said. “A suitably designed malware can easily find its way to the user’s online storage space, like the Cloud, after which multiple possibilities, including data theft and financial crimes open up,” the officer added.",technology
Chennai has a new group of exploring cyclists ,https://www.thehindu.com/society/chennai-has-a-new-group-of-exploring-cyclists/article30963390.ece,"Over 100 kilometres on a cycle might seem like a lot around Chennai, especially with the summer humidity creeping in, but some views make it worth it. Just ask Naren Aakash, an enthusiast who took some of his peers cycling to Pulicat and back last week.
“I plan to do this twice a month, on alternate Saturdays,” says Naren, founder of the fledgeling cycling group Triban Roadies that is now one-ride old.. 
There are many routes to cover: the next ones I am planning will be to the Pallavaram Hills, Poondi Dam and Mahabs,” he says. There is more to look forward to than just the destinations — the Pulicat trip, for instance, afforded the cyclists scenic glimpses of early morning fishing at estuaries en route. It was a route of varied sights and terrains; the group of four kicked off from Decathlon Mogappair at 5 am, having assembled at 4.45, and first cycled along a bypass till Red Hills. 







“From Red Hills to Minjur, we took the Outer Ring Road. It has some ups and downs, but for the most part it’s a straight road without any junctions, so you can ride at your own pace and safely pick up speed if you want to,” continues Naren. Minjur onwards, the group stuck entirely to internal roads, crossing village after picturesque village on their way till Pulicat, stopping for bites, breath or just scenery as and when they felt like it.
“We also saw Pulicat beach and the light house. In fact, one of the cyclists had joined us with the sole aim of getting to the light house, “ says Naren. He goes on to explain how targets like these can act as motivators that help achieve fitness goals (or just cycling goals in general). “The man who wanted to reach the light house, for instance, was in his 50s. He had only cycled up to 50 kilometres before. We were expecting him to give in earlier, but he completed the 115 kilometre round trip with us,” he says.
Kindly noteSafety precautions the team insists on:Ride only on the left side of the roadAvoid overtakingWear bright shirts for visibility in the early morningTail lights, front lights, helmets, water and energy bars are mandatoryAverage riding speed should be around 25 kilometres per hour
Naren is not the first one to try and build a cycling community in the city. He is certainly not the first to go exploring its lesser-known natural sights either. The one thing that sets him apart, however, is his insistence that all riders use a particular model of cycles for his trips — Tribans, a series of road bikes made by Decathlon. 
“Depending on the focus of your ride, your cycle can belong to one of tree categories,” begins the cyclist who, apart from his regular corporate job, also works at Decathlon part-time. “For offroading, you go for MTBs (mountain bicycles). For short commutes, you use hybrids. And for long distances on flat roads, you use road bikes.” 
Contact Naren at 7418079018.",society
Chennai’s slow dance with silent discos,https://www.thehindu.com/society/chennais-slow-dance-with-silent-discos/article30963312.ece,"Revellers in Chennai are finally warming up to the sound of silence. 
In February alone, two popular events in town drew crowds with silent discos. The Big Picnic, hosted annually by Farhana Suhail and Shamshad Begum of Buva House, saw around 200 people on the dance floor the previous weekend, while Riviera 2k20 by VIT’s SPARTANs club drew nearly a thousand people.
“We had to divide them into batches of three, so everyone had space on the dance floor,” says student Shaswat Sharma of VIT. “This was the second time that we arranged for a silent disco; we also had one at our 2019 edition.”
One of the reasons silent discos seem to be picking up in the city is the mere ease of operations. Noise levels and disturbances are no longer a concern, and the biggest investment needed are headphones, which can be linked to basic sound systems or music streaming apps on smartphones. It helps that the music does not disrupt other goings-on, making it a viable option for multi-activity events. 
The other reason, of course, is the sheer fun of it. As Farhana explains, “If you don’t like the music the DJ is playing, you can just change it. The buttons are there on the headphone itself, so the tracks you dance to are up to you.” Most silent discos in Chennai have headphones that pull in three different channels of music; the ones at The Big Picnic had five, with one of them playing live mixes by a DJ. VIT had three on offer — but with three DJs, each playing live into a separate channel.

There are many ways to amp up the fun quotient here. For instance, Oscines, the city’s first silent disco establishment, has LED headphones which blink out different neon colours for different sound channels so smaller groups can zero in on the same channel and vibe on the dance floor. 
Founder Prashant Kumar, however, decided to take the neon aspect of these lights and run wild with it. “Our whole concept at Oscines is neon. We have dark lights, so if you walk in wearing white, yellow or orange, your outfit will glow. We also have neon face paint, for those who really want to get into the mood,” he says.
Having said that, Prashant’s plans for four-month-old Oscines (it opened last Navaratri, with a neon dandiya night) are still cautious, since Chennai’s response has been gradual. “Our dance floor currently has space for about 25 people at a time. We open only on Saturdays, because that is the only day we can expect a good crowd. But we are planning to try and keep it open on weekdays too, after the first week of March. Let’s see how it goes.” 
Where to discoThe Big Picnic’s headphones are up for hire, for those who want to organise their own events. Call 7305630496Oscines Silent Disco is located in Thoraipakkam, and currently opens only on Saturdays. Call 7358016263
Admittedly, these are slim pickings, especially considering the fact that silent discos have been drawing crowds in Mumbai, Bengaluru, Hyderabad and Kolkata for years now. Chennai used to experience this as a once-in-a-blue-moon event, only at luxury hotels. 
However, the recent pop-up discos have made the concept much more accessible, and future ones are likely to add to the trend. 
It also helps that the headphones can be used for other activities as well. The Big Picnic, for instance, also used them for their silent theatre evenings. “People could watch movies under the stars, without being disturbed by other activities happening around them,” says Farhana. 

Having said that, the main focus of her event this past weekend was the DJ. Though the duo spent a lot of time zeroing in on the perfect set of headphones, Farhana insists that finding the right DJ was key — “We had to find someone who knows Tamil, Hindi and English music, though we realised that the first two are much more popular in Chennai.”
Oscines, on the other hand, dispenses with DJs altogether. “They are too expensive for such a small setup. We have a number of playlists and different tracks, and when the dancers have specific requests, we are more than happy to play it from their phones, YouTube, or apps like Saavn or Spotify,” says Prashant. Oscines also offers snacks and beverages, some of which are included in the ₹470 per person charge that gives you an hour and a half on the floor. “We don’t serve alcohol, though,” he says, adding curtly, “Because this is a family place. Everyone is welcome to come and have fun.”",society
Fight the bot menace,https://www.thehindu.com/society/fight-the-bot-menace/article30963221.ece,"The Hindu is a family newspaper with a strong ethical code. This is why, when they do a story on robot companions, they focus on companions for the children, rather than sex robots — a sunrise industry whose time has nearly come. 
Nevertheless, their focus is timely. Overconfidence in robotics can put our loved ones in peril. Anyone who has seen a Boston Dynamics demonstration of their latest robot will realise the risks inherent in letting them loose on youngsters and senior citizens.
Most current robots cannot bend down and turn a doorknob without falling over. These are large, metallic items with extremely limited motor skills and the IQ of a kitchen implement. Does it make sense to let one loose on granny? Within five minutes of switching it on, it would probably decapitate her and say ‘Oopsie, I did a boo boo,’ because you were too cheap to buy from a reputed company, and they sent the children’s model by mistake.
But sex robots are a far more immediate threat. By ignoring them in the name of decency, we are failing in our duty to the public. Even if you pretend you’re not planning to buy one, as soon as prices go down, it’s important to know the facts. Worldwide, the most strenuous efforts in the field of robotics are being devoted to the development of sex robots, especially in Japan.
The best-selling models are actually large plastic dolls, sometimes with a coating of silicone, but they call them robots, because no one wants to admit that they are paying 10,000 dollars for a large plastic doll, because they like the cut of her jib. They cannot move. The ones that can talk have a limited vocabulary, mostly encouraging. But they do not represent a genuine menace so far. Actual sex robots would be far more risky, with electrocution being the least of your potential hazards.
As anyone who has seen The Terminator can tell you, some day soon, the robots will rise. Your sex robot will at this point take over your phone, your laptop, your Internet and Alexa, and you will be naked and vulnerable. Your chances of escaping and joining the survivors to start a guerrilla movement will be severely compromised.
Luckily, all this is applicable only to men. All energies in the sex robot industry have been exclusively devoted to developing female sex robots, from which we can infer that women themselves prefer humans. Which means that when the robots eventually do rise, men will be immediately wiped out. Women will have more of a fighting chance, and who is to say this is a bad thing? So all the best for the future, ladies! Just remember to keep some weapons handy, and wear boots with rubber soles.
Shovon Chowdhury’s most recent novel, Murder With Bengali Characteristics, features an intelligent car that is extremely annoying",society
RBI receives ₹1.71 lakh crore in LTRO ,https://www.thehindu.com/business/rbi-receives-171-lakh-crore-in-ltro/article30965993.ece,"The Reserve Bank of India on Monday said it had received ₹1.71 lakh crore in the third long-term repo operation (LTRO) conducted for an amount of ₹25,000 crore. The central bank received 66 bids in the three-year tenor LTRO, which has reversal date on March 1, 2023. 
“The total bids that were received amounted to ₹1,71,965 crore, implying a bid to cover ratio (i e., the amount of bids received relative to the notified amount) of 6.9,” the RBI said in a release.
As against this, the RBI allotted an amount of ₹25,028 crore, with a pro-rata allotment percentage to 14.54%. The RBI will conduct another LTRO for a three-year tenor worth ₹25,000 crore on March 9.
It has already conducted two LTROs for ₹25,000 crore each on February 17 and February 24. 
In the February 17 LTRO for the three-year tenor, it received bids amounting to ₹1.944 lakh crore.",business
AI on our radar: Vistara chief,https://www.thehindu.com/business/ai-on-our-radar-vistara-chief/article30965966.ece,"With the government restarting the process of Air India’s (AI) disinvestment this year, Vistara chairman Bhaskar Bhat said they were evaluating the national carrier and that a decision on bidding would be taken later.
After its unsuccessful bid to sell 76% stake in AI in 2018, the central government, this time, has decided to offload its entire stake. 
 Mr. Bhat told reporters, “We are evaluating AI. Which company would not be interested in evaluating a sovereign airline of the country?... Whether we bid or not comes later.” 
Asked if Vistara or Tata Sons were evaluating AI, Mr. Bhat replied: “We (Vistara) are a joint venture.”
The government in January restarted the divestment process of AI and invited bids for selling 100% of its equity in the state-owned airline, including AI’s 100% shareholding in AI Express Ltd. and 50% in Air India SATS Airport Services Private Ltd. The last date for putting bids is March 17 and interested bidders should have a net worth of ₹3,500 crore.
The government expects to complete the sale of AI in the first half of the next fiscal, DIPAM Secretary Tuhin Kanta Pandey had said.",business
Used car sale platform Spinny raises $43.7 million ,https://www.thehindu.com/business/used-car-sale-platform-spinny-raises-437-million/article30965725.ece,"Spinny, an online used car retailing platform, has raised $ 43.7 million in a Series B funding round led by The Fundamentum Partnership, a growth-capital fund for mid-stage technology companies in India backed by Nandan Nilekani and Sanjeev Aggarwal.
The round also counts new investors, U.S.-based General Catalyst Partners, KB Financial Group from Korea and existing investors Accel, SAIF Partners and Alteria Capital as co-investors.
The funds would be used to invest in technology, strengthen business teams, enhance customer experience and, expand to newer cities, said the company.
Spinny currently has presence across four cities in India and it sold close to 10,000 cars through its platform.
The used car segment in India is on a fast growth trajectory owing to the rise in first time car buyers looking for quality yet affordable four wheelers and at the same time existing car owners reducing their holding time from 6-7 years to 3-4 years, upgrading to newer models.
According to industry reports, for every new car sold in India, approximately 1.3 used cars are sold. Currently, the Indian pre-owned car market stands at about 4.3 million units sold annually, growing at about 14% CAGR. However, despite the soaring demand, only about 18% of the market is organised with most of the buying and selling of cars happening through unorganised means.",business
SBI Cards IPO subscribed 0.39 times on day one,https://www.thehindu.com/business/sbi-cards-ipo-subscribed-039-times-on-day-one/article30965684.ece,"The initial public offer of SBI Cards and Payment Services, which opened for bidding on Monday, was subscribed 0.39 times with bids received for nearly 3.5 crore equity shares as against 10.03 crore shares on offer in the price band of ₹750 to ₹755.
As per NSE website, the portion reserved for retail investors was subscribed 0.62 times while that for employees was subscribed 0.80 times. 
Further, the segment reserved for high networth individuals was subscribed 0.22 times on the first day. 
The public offering with a size of over ₹10,000 crore would see existing shareholders State Bank of India (SBI) and private equity major Carlyle diluting their stakes in the company. 
SBI, which has a stake of 74% in the card company, would be offloading 4% stake by way of the offer, while private equity major Carlyle will be diluting its stake by 10% (it currently holds 26% stake). 
SBI Cards is the second-largest credit card issuer in the country with a market share of 18% on the back of almost 10 million cards.",business
Nevatia is COO of Mindtree,https://www.thehindu.com/business/nevatia-is-coo-of-mindtree/article30965669.ece,"L&T-owned Mindtree has appointed Dayapatra Nevatia as the chief operating officer effective March 2. In this new role Mr Nevatia will support the company into its next phase of growth, as per a company statement.
Debashis Chatterjee, CEO and MD, Mindtree said, “This appointment is a testimony of the company’s focus on its leadership expansion across the globe.”
Mr. Nevatia holds decades of industry expe rience and joins Mindtree from Accenture where he was the managing director and director of delivery for advanced technology centres in India. 
He led the delivery for the entire portfolio spanning system integration, digital, application outsourcing, infrastructure and security services across industry groups.",business
Sensex sheds more than 900 points on virus alarm in India,https://www.thehindu.com/business/sensex-sheds-more-than-900-points-on-virus-alarm-in-india/article30965635.ece,"It was a volatile day at the stock markets on Monday with the benchmark Sensex falling more than 900 points from the day’s high, as reports of COVID-19 cases in India affected investor sentiment, even as most other leading Asian markets gained ground after the recent sell-off.
The 30-share Sensex, which lost more than 3,000 points in the previous six trading sessions, opened the day strong and surged nearly 800 points to touch a high of 39.083.17. It traded with significant gains for most part of the trading session before news poured in that two fresh COVID-19 cases had been detected in India. The news spooked investors and the benchmark Sensex fell to a low of 37,785.99, before closing at 38,144.02, down 153.27 points or 0.40%.
The broader Nifty settled the day at 11,132.75, down 69 points, or 0.62%. The India VIX index — a barometer for volatility — jumped nearly 8.5% to move further close to its 52-week high levels.
“Detection of new cases of coronavirus in India has nipped the nascent pullback in the Indian equity market,” said Gaurav Dua, head, Capital Market Strategy & Investments, Sharekhan, adding that though the new developments were a worrying factor that could lead to further volatility in the short-term, the correction also offered a buying opportunity for investors.
On Monday, the Ministry of Health said that two individuals — one each in Delhi and Telangana — have tested positive for the virus after having returned from Italy and Dubai. The losses in the Indian market were in the midst of a pull-back rally in most other leading Asian bourses with Nikkei, Hang Seng and Kospi, all gaining ground on Monday.
In India, the reversal of sentiment was sudden with across-the-board selling, as the morning session saw less than 400 stocks losing ground, but as the session ended, there were more than 1,500 declines.
Foreign portfolio investors continued to sell Indian equities, with Monday’s net sales pegged at nearly ₹1,355 crore, even as their domestic counterparts attempted to provide some support with net purchases of ₹1,139 crore. In the Sensex pack, stocks such as Axis Bank, Bajaj Finance, State Bank of India, ONGC, Tata Steel, NTPC and Tata Steel lost more than 2% each.",business
